nomor_izin,bulan_pengajuan,tahun_pengajuan,jenis_izin,nama_perusahaan,alamat_perusahaan,tgl_akhir,longitude,latitude
0450/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. AWILIGAR AMREV UTAMA,PHH. MUSTOPA 39 SURAPATI CORE BLOK M-30,07/03/2019,107.6523344,-6.901408282
0453/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. FAJAR INDAH TERPADU \ LUNAR,BANCEUY 8,08/03/2019,107.6066147,-6.9193158
0455/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. ANDHYA KHARISMA,JALAK 5,08/03/2019,107.621138,-6.8978925
0456/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. ASRI MANDIRI GLOBAL,KOMPLEK CIBOLERANG 35\/BLOK I,08/03/2019,107.5597833,-6.9627648
0457/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PD. PERMATA KAYU,SOEKARNO HATTA 211,08/03/2019,107.5845711,-6.9430246
0458/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,TRISKARAYA,CIHAPIT 20,08/03/2019,107.6287358,-6.922235406
0459/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,LUMIERE,SUKAJADI 137-139,08/03/2019,107.6191228,-6.9174639
0460/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. SURYA BANDUNG,H. JUNAEDI 20\/143-G,08/03/2019,107.6191228,-6.9174639
0461/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,SURYA,TERUSAN SURYANI 237,08/03/2019,107.6191228,-6.9174639
0462/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. TATA LAKSANA,TERUSAN CIKAMPEK RAYA 1-C,08/03/2019,107.6576096,-6.9162812
0467/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,DAPUR JOJO,RAYA A.H. NASUTION -,08/03/2019,107.6191228,-6.9174639
0468/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. FAJAR MULYA,SOEKARNO HATTA 531,08/03/2019,107.6350021,-6.9471594
0469/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,KOPERASI JASA TRANSPORTASI PENGUSAHA PENGEMUDI,A. H. NASUTION 37-D,08/03/2019,107.6191228,-6.9174639
0471/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PORTO,DR. SETIABUDHI 53,08/03/2019,107.5948494,-6.8596259
0472/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. KAI DJAYA,RAJAWALI TIMUR 137,08/03/2019,107.5838986,-6.915418
0473/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. DEVYNA,MENGGER GIRANG IV 1,08/03/2019,107.6179829,-6.9515505
0475/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. KREASYS INFOMEDIA,WASTUKENCANA 31,10/03/2019,107.607147,-6.904697
0481/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. BANK PERKREDITAN RAKYAT ARTHA KARYA USAHA,RAJAWALI TIMUR 18-B,10/03/2019,107.583256,-6.9150429
0482/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. BINGGRAE INDONESIA,PANGARITAN 1,10/03/2019,107.6191228,-6.9174639
0483/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,CV. PAKUSARAKAN,JOTANG 2,10/03/2019,107.6235327,-6.9305198
0484/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PD. FAJAR,PASIR SALAM 37,10/03/2019,107.6191228,-6.9174639
0485/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. ISTANA WANGI CENDANA,KOPO MAS REGENCY 2-A,10/03/2019,107.5784502,-6.9586549
0486/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. BPR KARYA GUNA MANDIRI,PASIRKALIKI 122\/124,10/03/2019,107.6191228,-6.9174639
0489/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. POS PROPERTI INDONESIA,SANGKURIANG 04\/2-A,10/03/2019,107.6053899,-6.922235406
0825/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,TERMINAL POSTER,ASTANA ANYAR 190,30/03/2019,107.6191228,-6.9174639
0827/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,PT. KOTA INDUSTRI PARA KREASI,BUAH BATU 140,30/03/2019,107.6243032,-6.938466343
0834/IG/III/2016/BPPT,Maret,2016,Izin Gangguan,TOKO,CIPAMOKOLAN 16,30/03/2019,107.6766434,-6.95147025
