"nomor_registrasi","alamat_lokasi","nama_kelurahan","nama_kecamatan"
"2575/KRK-DISTARCIP/VII-2016","KOMP TANJUNG SARI RESIDENCE BLOK E-60 KOTA BANDUNG","Antapani Wetan","Antapani"
"2574/KRK-DISTARCIP/VII-2016","KOMP TANJUNG SARI RESIDENCE BLOK D NO.5 KOTA BANDUNG","Antapani Wetan","Antapani"
"2573/KRK-DISTARCIP/VII-2016","KOMP TANJUNG SARI RESIDENCE BLOK E NO.58 KOTA BANDUNG","Antapani Wetan","Antapani"
"2571/KRK-DISTARCIP/VII-2016","KOMP TANJUNG SARI RESIDENCE BLOK E NO.54 KOTA BANDUNG","Antapani Wetan","Antapani"
"3725/KRK-DISTARCIP/IX-2016","GOLF 11","Cisaranten Bina Harapan","Arcamanik"
"3428/KRK-DISTARCIP/IX-2016","RAYA UJUNGBERUNG","Cisaranten Bina Harapan","Arcamanik"
"2861/KRK-DISTARCIP/VIII-2016","CICUKANG","Cisaranten Bina Harapan","Arcamanik"
"2530/KRK-DISTARCIP/VI-2016","TERUSAN PESANTREN","Cisaranten Bina Harapan","Arcamanik"
"5150/KRK-DISTARCIP/XII-2016","GRIYA CARAKA C-43","Cisaranten Endah","Arcamanik"
"5125/KRK-DISTARCIP/XII-2016","DIRGANTARA NO. 8","Cisaranten Endah","Arcamanik"
"4776/KRK-DISTARCIP/XI-2016","KO. GRIYA CARAKA G/69","Cisaranten Endah","Arcamanik"
"4728/KRK-DISTARCIP/XI-2016","GADING REGENSI BLOK 16 - 7","Cisaranten Endah","Arcamanik"
"4251/KRK-DISTARCIP/X-2016","GRIYA HAMDAM ASRI","Cisaranten Endah","Arcamanik"
"4643/KRK-DISTARCIP/XI-2016","ASRI I NO.12 PERUM GRIYA ASRI","Cisaranten Endah","Arcamanik"
"4609/KRK-DISTARCIP/XI-2016","DIRGANTARA G.20 NO.7","Cisaranten Endah","Arcamanik"
"3493/KRK-DISTARCIP/IX-2016","KP. CINGISED","Cisaranten Endah","Arcamanik"
"4198/KRK-DISTARCIP/X-2016","BLOK CINGISED BLOK B NO. 5","Cisaranten Endah","Arcamanik"
"4197/KRK-DISTARCIP/X-2016","BLOK CINGISED","Cisaranten Endah","Arcamanik"
"3822/KRK-DISTARCIP/X-2016","PARAKAN ASRI DALAM/ BLOK SUSUKAN WARU","Cisaranten Endah","Arcamanik"
"3603/KRK-DISTARCIP/IX-2016","IRIGASI KAVLING C8-2/PERUMAHAN KAMAYANGAN RESIDENCE KAVLING C8-2","Cisaranten Endah","Arcamanik"
"3573/KRK-DISTARCIP/IX-2016","CINGISED","Cisaranten Endah","Arcamanik"
"3147/KRK-DISTARCIP/VIII-2016","GADING UTARA VI BLOK 16 NO 6","Cisaranten Endah","Arcamanik"
"2973/KRK-DISTARCIP/VIII-2016","BLOK CINGISED","Cisaranten Endah","Arcamanik"
"2943/KRK-DISTARCIP/VIII-2016","ICE SKATING VI-9","Cisaranten Endah","Arcamanik"
"2818/KRK-DISTARCIP/VIII-2016","CINGISED","Cisaranten Endah","Arcamanik"
"2769/KRK-DISTARCIP/VIII-2016","GG. EMBAH NAREN / PARAKAN SAAT","Cisaranten Endah","Arcamanik"
"2683/KRK-DISTARCIP/VII-2016","KOMP. GOLF GARDEN ESTATE JL.TERBANG LAYANG NO. 50","Cisaranten Endah","Arcamanik"
"2623/KRK-DISTARCIP/VII-2016","PARAKAN SAAT II","Cisaranten Endah","Arcamanik"
"2506/KRK-DISTARCIP/VI-2016","PARAKAN SAAT","Cisaranten Endah","Arcamanik"
"5233/KRK-DISTARCIP/XII-2016","KAVLING B-5","Cisaranten Kulon","Arcamanik"
"5192/KRK-DISTARCIP/XII-2016","PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"5179/KRK-DISTARCIP/XII-2016","JL. PERMATA ELOK III","Cisaranten Kulon","Arcamanik"
"5170/KRK-DISTARCIP/XII-2016","KAV. RANCA KASUMBA","Cisaranten Kulon","Arcamanik"
"4870/KRK-DISTARCIP/XII-2016","PERMATA TAMANSARI ASRI IV","Cisaranten Kulon","Arcamanik"
"5117/KRK-DISTARCIP/XII-2016","PANCA TENGAH RAYA","Cisaranten Kulon","Arcamanik"
"5087/KRK-DISTARCIP/XII-2016","PERMATA INDAH I NO. 8","Cisaranten Kulon","Arcamanik"
"5081/KRK-DISTARCIP/XII-2016","CISARANTEN KULON X / KAV. DAC - 67","Cisaranten Kulon","Arcamanik"
"5068/KRK-DISTARCIP/XII-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"5025/KRK-DISTARCIP/XII-2016","KOMPLEK GANDASARI RESIDENCE","Cisaranten Kulon","Arcamanik"
"5015/KRK-DISTARCIP/XII-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"5013/KRK-DISTARCIP/XII-2016","KAVLING PERMATA BUMI ABC-29","Cisaranten Kulon","Arcamanik"
"4959/KRK-DISTARCIP/XII-2016","KOMP.PURI CISARANTEN NO.15","Cisaranten Kulon","Arcamanik"
"4943/KRK-DISTARCIP/XII-2016","CISARANTEUN KULON (PERMATA BUMI I)","Cisaranten Kulon","Arcamanik"
"4924/KRK-DISTARCIP/XII-2016","PERMATA TAMANSARI IV","Cisaranten Kulon","Arcamanik"
"4922/KRK-DISTARCIP/XII-2016","PERMATA TAMAN SARI X","Cisaranten Kulon","Arcamanik"
"4844/KRK-DISTARCIP/XII-2016","GARDEN VILLAS VII NO. 25","Cisaranten Kulon","Arcamanik"
"4827/KRK-DISTARCIP/XII-2016","KP. RANCA KASUMBA","Cisaranten Kulon","Arcamanik"
"4804/KRK-DISTARCIP/XII-2016","KAVLING DAC - 86","Cisaranten Kulon","Arcamanik"
"4799/KRK-DISTARCIP/XII-2016","PERMATA TAMANSARI X","Cisaranten Kulon","Arcamanik"
"4798/KRK-DISTARCIP/XII-2016","PERMATA TAMANSARI RAYA","Cisaranten Kulon","Arcamanik"
"4797/KRK-DISTARCIP/XII-2016","PERMATA TAMANSARI RAYA","Cisaranten Kulon","Arcamanik"
"4768/KRK-DISTARCIP/XI-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"4765/KRK-DISTARCIP/XI-2016","PERMATA TAMAN SARI RAYA NO. 18","Cisaranten Kulon","Arcamanik"
"4763/KRK-DISTARCIP/XI-2016","PERMATA TAMANSARI ASRI IV","Cisaranten Kulon","Arcamanik"
"4520/KRK-DISTARCIP/XI-2016","CISARANTEN BARU","Cisaranten Kulon","Arcamanik"
"4760/KRK-DISTARCIP/XI-2016","ANTABARU 2 BLOK H-16","Cisaranten Kulon","Arcamanik"
"4739/KRK-DISTARCIP/XI-2016","KUPING GAJAH NO 33","Cisaranten Kulon","Arcamanik"
"4719/KRK-DISTARCIP/XI-2016","BLOK CINGISED 75 / D","Cisaranten Kulon","Arcamanik"
"4712/KRK-DISTARCIP/XI-2016","KO. PURI CISARANTEN NO. 32","Cisaranten Kulon","Arcamanik"
"4711/KRK-DISTARCIP/XI-2016","KO. PURI CISARANTEN NO. 44","Cisaranten Kulon","Arcamanik"
"4710/KRK-DISTARCIP/XI-2016","KO. PURI CISARANTEN NO. 26","Cisaranten Kulon","Arcamanik"
"4709/KRK-DISTARCIP/XI-2016","KO. PURI CISARANTEN NO. 38","Cisaranten Kulon","Arcamanik"
"4704/KRK-DISTARCIP/XI-2016","POLO AIR II","Cisaranten Kulon","Arcamanik"
"4697/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 20","Cisaranten Kulon","Arcamanik"
"4696/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 19","Cisaranten Kulon","Arcamanik"
"4695/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 18","Cisaranten Kulon","Arcamanik"
"4694/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 17","Cisaranten Kulon","Arcamanik"
"4693/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 9","Cisaranten Kulon","Arcamanik"
"4691/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 8","Cisaranten Kulon","Arcamanik"
"4690/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 14","Cisaranten Kulon","Arcamanik"
"4689/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 15","Cisaranten Kulon","Arcamanik"
"4688/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 16","Cisaranten Kulon","Arcamanik"
"4687/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 13","Cisaranten Kulon","Arcamanik"
"4686/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 11","Cisaranten Kulon","Arcamanik"
"4685/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 10","Cisaranten Kulon","Arcamanik"
"4683/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 7","Cisaranten Kulon","Arcamanik"
"4681/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 6","Cisaranten Kulon","Arcamanik"
"4680/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 1","Cisaranten Kulon","Arcamanik"
"4679/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 5","Cisaranten Kulon","Arcamanik"
"4678/KRK-DISTARCIP/XI-2016","CISARANTEN KULON KAV 3","Cisaranten Kulon","Arcamanik"
"4668/KRK-DISTARCIP/XI-2016","KOMP. GANDASARI RESIDENCE NO. 1","Cisaranten Kulon","Arcamanik"
"4650/KRK-DISTARCIP/XI-2016","PERMATA BUMI I","Cisaranten Kulon","Arcamanik"
"4631/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARANTEN NO.14","Cisaranten Kulon","Arcamanik"
"4630/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARANTEN NO.12","Cisaranten Kulon","Arcamanik"
"4629/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARATEN NO.11","Cisaranten Kulon","Arcamanik"
"4628/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARANTEN NO.10","Cisaranten Kulon","Arcamanik"
"4627/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARANTEN NO.9","Cisaranten Kulon","Arcamanik"
"4626/KRK-DISTARCIP/XI-2016","KOMP.PURI CISARANTEN NO.8","Cisaranten Kulon","Arcamanik"
"4624/KRK-DISTARCIP/XI-2016","THE GOLF RESIDENCE A- 28","Cisaranten Kulon","Arcamanik"
"4610/KRK-DISTARCIP/XI-2016","CISARANTEN","Cisaranten Kulon","Arcamanik"
"4534/KRK-DISTARCIP/XI-2016","BLOK KAPAS/ PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"4524/KRK-DISTARCIP/XI-2016","CINGISED BLOK B KAV NO. 25","Cisaranten Kulon","Arcamanik"
"4508/KRK-DISTARCIP/XI-2016","PERMATA BUMI","Cisaranten Kulon","Arcamanik"
"4504/KRK-DISTARCIP/XI-2016","PERMATA ELOK II AB-3","Cisaranten Kulon","Arcamanik"
"4502/KRK-DISTARCIP/XI-2016","KAVLING DAC NO. 18 ( JL. TERS. KUPING GAJAH )","Cisaranten Kulon","Arcamanik"
"4487/KRK-DISTARCIP/XI-2016","JAMRUD","Cisaranten Kulon","Arcamanik"
"4297/KRK-DISTARCIP/XI-2016","GG.HARAPAN II RT 01 RW 01","Cisaranten Kulon","Arcamanik"
"4479/KRK-DISTARCIP/XI-2016","BLOK SIRONGGENG / KAVLING AD-15","Cisaranten Kulon","Arcamanik"
"4476/KRK-DISTARCIP/XI-2016","PERMATA TAMANSARI","Cisaranten Kulon","Arcamanik"
"4474/KRK-DISTARCIP/XI-2016","KAV AC 60 RT 01 RW 04","Cisaranten Kulon","Arcamanik"
"4442/KRK-DISTARCIP/XI-2016","KAV AC 60. RT 01 RW 03","Cisaranten Kulon","Arcamanik"
"4393/KRK-DISTARCIP/XI-2016","ANTAKUMALA BLOK E NO 04","Cisaranten Kulon","Arcamanik"
"4367/KRK-DISTARCIP/XI-2016","ANTA KUMALA KAV. E NO. 04","Cisaranten Kulon","Arcamanik"
"3931/KRK-DISTARCIP/X-2016","PERMATA PERMAI IX KAV. H-20","Cisaranten Kulon","Arcamanik"
"4295/KRK-DISTARCIP/X-2016","CISARANTEN KULON II","Cisaranten Kulon","Arcamanik"
"4238/KRK-DISTARCIP/X-2016","H. MANSYUR NO. 125 A","Cisaranten Kulon","Arcamanik"
"4230/KRK-DISTARCIP/X-2016","KP. CISARANTEN KULON KOTA BANDUNG","Cisaranten Kulon","Arcamanik"
"4170/KRK-DISTARCIP/X-2016","CISARANTEN BARU I / CISARANTEN BARU IA","Cisaranten Kulon","Arcamanik"
"3990/KRK-DISTARCIP/X-2016","PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"3988/KRK-DISTARCIP/X-2016","PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"3987/KRK-DISTARCIP/X-2016","PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"4125/KRK-DISTARCIP/X-2016","KOMP. PESONA CISARANTEN INDAH KAV. 47","Cisaranten Kulon","Arcamanik"
"4121/KRK-DISTARCIP/X-2016","BLOK CISARANTEN","Cisaranten Kulon","Arcamanik"
"4105/KRK-DISTARCIP/X-2016","KP. CINGISED/ JL. HJ. ADE MUTIAH","Cisaranten Kulon","Arcamanik"
"4064/KRK-DISTARCIP/X-2016","KO. GARDEN VILLAS IV NO. 33","Cisaranten Kulon","Arcamanik"
"4054/KRK-DISTARCIP/X-2016","CISARATEN KULON II NO 12 C","Cisaranten Kulon","Arcamanik"
"4041/KRK-DISTARCIP/X-2016","PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"4040/KRK-DISTARCIP/X-2016","PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"4036/KRK-DISTARCIP/X-2016","KAV.PERMATA BUMI ABC-29 / JALAN PERMATA ELOK II","Cisaranten Kulon","Arcamanik"
"4015/KRK-DISTARCIP/X-2016","KAV. RANCA KASUMBA","Cisaranten Kulon","Arcamanik"
"3977/KRK-DISTARCIP/X-2016","KAV. RANCA KASUMBA","Cisaranten Kulon","Arcamanik"
"3969/KRK-DISTARCIP/X-2016","JL. KOMP. EDELWEIS KAV. A7","Cisaranten Kulon","Arcamanik"
"3961/KRK-DISTARCIP/X-2016","BLOK DESA / KAVLING DAC - 88","Cisaranten Kulon","Arcamanik"
"3927/KRK-DISTARCIP/X-2016","ELOK II KAVLING. F. 27","Cisaranten Kulon","Arcamanik"
"3908/KRK-DISTARCIP/X-2016","BLOK KAPAS NO. 51","Cisaranten Kulon","Arcamanik"
"3907/KRK-DISTARCIP/X-2016","BLOK KAPAS NO. 50","Cisaranten Kulon","Arcamanik"
"3879/KRK-DISTARCIP/X-2016","PERMATA TAMAN SARI V 2","Cisaranten Kulon","Arcamanik"
"3853/KRK-DISTARCIP/X-2016","KOMP. PESONA CISARANTEN INDAH 2/45","Cisaranten Kulon","Arcamanik"
"3845/KRK-DISTARCIP/X-2016","KAVLING F-21","Cisaranten Kulon","Arcamanik"
"3814/KRK-DISTARCIP/X-2016","BLOK SIRONGGENG H","Cisaranten Kulon","Arcamanik"
"3777/KRK-DISTARCIP/IX-2016","MUTIARA NO.8 B","Cisaranten Kulon","Arcamanik"
"3692/KRK-DISTARCIP/IX-2016","KAVLING BBC - 10","Cisaranten Kulon","Arcamanik"
"3685/KRK-DISTARCIP/IX-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"3622/KRK-DISTARCIP/IX-2016","BLOK KAPAS KAV DPR NO. 36/ PERMATA ENDAH","Cisaranten Kulon","Arcamanik"
"3623/KRK-DISTARCIP/IX-2016","BLOK KAPAS KAV DPR NO. 36/ PERMATA ENDAH","Cisaranten Kulon","Arcamanik"
"3626/KRK-DISTARCIP/IX-2016","BLOK KAPAS KAV DPR NO. 36/ PERMATA ENDAH","Cisaranten Kulon","Arcamanik"
"3627/KRK-DISTARCIP/IX-2016","BLOK KAPAS KAV DPR NO. 36/ PERMATA ENDAH","Cisaranten Kulon","Arcamanik"
"3649/KRK-DISTARCIP/IX-2016","PERMATA PERMAI XIV NO. 7","Cisaranten Kulon","Arcamanik"
"3580/KRK-DISTARCIP/IX-2016","CISARANTEN KULON (JL. PERMATA PERMAI)","Cisaranten Kulon","Arcamanik"
"3534/KRK-DISTARCIP/IX-2016","ELOK II KAVLING F. 27","Cisaranten Kulon","Arcamanik"
"3503/KRK-DISTARCIP/IX-2016","JAMRUD","Cisaranten Kulon","Arcamanik"
"3480/KRK-DISTARCIP/IX-2016","KALADIUM NO.6","Cisaranten Kulon","Arcamanik"
"3479/KRK-DISTARCIP/IX-2016","KALADIUM NO 4","Cisaranten Kulon","Arcamanik"
"3470/KRK-DISTARCIP/IX-2016","CINGISED","Cisaranten Kulon","Arcamanik"
"3468/KRK-DISTARCIP/IX-2016","KAV U - 39 / BLOJK KAPAS","Cisaranten Kulon","Arcamanik"
"3381/KRK-DISTARCIP/IX-2016","PURBASARI INDAH/KP.CIPAGALO","Cisaranten Kulon","Arcamanik"
"3369/KRK-DISTARCIP/IX-2016","CISARANTEN KULON I","Cisaranten Kulon","Arcamanik"
"3359/KRK-DISTARCIP/IX-2016","CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"3332/KRK-DISTARCIP/IX-2016","CISARANTEN KULON VI","Cisaranten Kulon","Arcamanik"
"3304/KRK-DISTARCIP/IX-2016","JL.ENDAH SARI KOMP EVERGREEN TOWN HOUSE","Cisaranten Kulon","Arcamanik"
"3291/KRK-DISTARCIP/IX-2016","CISARANTEN","Cisaranten Kulon","Arcamanik"
"3258/KRK-DISTARCIP/VIII-2016","CINGISED KAV. O-5/JL.PERMATA PERMAI","Cisaranten Kulon","Arcamanik"
"3251/KRK-DISTARCIP/VIII-2016","PERMATA ELOK 1 KAV. 4","Cisaranten Kulon","Arcamanik"
"3106/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON X /KAVLING DAB - 54","Cisaranten Kulon","Arcamanik"
"3099/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARATEN NO.14","Cisaranten Kulon","Arcamanik"
"3102/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARANTEN NO.9","Cisaranten Kulon","Arcamanik"
"3101/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARANTEN NO.12","Cisaranten Kulon","Arcamanik"
"3100/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARANTEN NO.8","Cisaranten Kulon","Arcamanik"
"3104/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARANTEN NO.10","Cisaranten Kulon","Arcamanik"
"3103/KRK-DISTARCIP/VIII-2016","KOMP PURI CISARANTEN NO.11","Cisaranten Kulon","Arcamanik"
"3090/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON II/ KAVLING 05","Cisaranten Kulon","Arcamanik"
"3089/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON II/ KAVLING 06","Cisaranten Kulon","Arcamanik"
"3088/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON II/ KAVLING 04","Cisaranten Kulon","Arcamanik"
"3071/KRK-DISTARCIP/VIII-2016","CINGISED KOMP. DPR","Cisaranten Kulon","Arcamanik"
"3069/KRK-DISTARCIP/VIII-2016","ENDAH SARI NO. 12","Cisaranten Kulon","Arcamanik"
"3063/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 60","Cisaranten Kulon","Arcamanik"
"3062/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 61","Cisaranten Kulon","Arcamanik"
"3061/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO.57","Cisaranten Kulon","Arcamanik"
"3060/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 51","Cisaranten Kulon","Arcamanik"
"3057/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 56","Cisaranten Kulon","Arcamanik"
"3058/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 59","Cisaranten Kulon","Arcamanik"
"3059/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 58","Cisaranten Kulon","Arcamanik"
"3056/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO.45","Cisaranten Kulon","Arcamanik"
"3055/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 49","Cisaranten Kulon","Arcamanik"
"3054/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 50","Cisaranten Kulon","Arcamanik"
"3053/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN NO. 48","Cisaranten Kulon","Arcamanik"
"3052/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN 47","Cisaranten Kulon","Arcamanik"
"3050/KRK-DISTARCIP/VIII-2016","KO. PURI CISARANTEN 46","Cisaranten Kulon","Arcamanik"
"3013/KRK-DISTARCIP/VIII-2016","PERMATA INTEN","Cisaranten Kulon","Arcamanik"
"3004/KRK-DISTARCIP/VIII-2016","PERMATA ELOK II","Cisaranten Kulon","Arcamanik"
"3003/KRK-DISTARCIP/VIII-2016","PERMATA ELOK II","Cisaranten Kulon","Arcamanik"
"3002/KRK-DISTARCIP/VIII-2016","PERMATA ELOK II","Cisaranten Kulon","Arcamanik"
"3001/KRK-DISTARCIP/VIII-2016","PERMATA ELOK II","Cisaranten Kulon","Arcamanik"
"2930/KRK-DISTARCIP/VIII-2016","UJUNG BERUNG BLOK SUNADI/PERMATA BUMI","Cisaranten Kulon","Arcamanik"
"2915/KRK-DISTARCIP/VIII-2016","GANDASARI/KAV BBC","Cisaranten Kulon","Arcamanik"
"2914/KRK-DISTARCIP/VIII-2016","PIRUS / BBC","Cisaranten Kulon","Arcamanik"
"2893/KRK-DISTARCIP/VIII-2016","PERMATA TAMAN SARI I","Cisaranten Kulon","Arcamanik"
"2891/KRK-DISTARCIP/VIII-2016","PERMATA BUMI D. 12","Cisaranten Kulon","Arcamanik"
"2870/KRK-DISTARCIP/VIII-2016","PERMATA TAMAN SARI I NO.12","Cisaranten Kulon","Arcamanik"
"2823/KRK-DISTARCIP/VIII-2016","JL. CISARANTEN BARU 1 KAVLING A 21","Cisaranten Kulon","Arcamanik"
"2837/KRK-DISTARCIP/VIII-2016","JL. CISARANTEN KULON","Cisaranten Kulon","Arcamanik"
"2834/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON VIII","Cisaranten Kulon","Arcamanik"
"2805/KRK-DISTARCIP/VIII-2016","CISARANTEN KULON XIII","Cisaranten Kulon","Arcamanik"
"2776/KRK-DISTARCIP/VIII-2016","ENDAH SARI BBC-2A/ GANDA SARI BBC-2A","Cisaranten Kulon","Arcamanik"
"2757/KRK-DISTARCIP/VII-2016","PERMATA BUMI 1","Cisaranten Kulon","Arcamanik"
"2735/KRK-DISTARCIP/VII-2016","KOMP. GRIYA CARAKA BLOK F NO. 60","Cisaranten Kulon","Arcamanik"
"2706/KRK-DISTARCIP/VII-2016","PERMATA BUMI II KAV C-26","Cisaranten Kulon","Arcamanik"
"2647/KRK-DISTARCIP/VII-2016","RANCA KASUMBA (JL.CISARANTEUN KULON)","Cisaranten Kulon","Arcamanik"
"2469/KRK-DISTARCIP/VI-2016","CISARANTEN KULON III","Cisaranten Kulon","Arcamanik"
"2644/KRK-DISTARCIP/VII-2016","CISARANTEN KULON IV 10 DAD 66 KAV-B","Cisaranten Kulon","Arcamanik"
"2643/KRK-DISTARCIP/VII-2016","CISARANTEN KULON IV 10 DAD 66 KAV-A","Cisaranten Kulon","Arcamanik"
"2633/KRK-DISTARCIP/VII-2016","KAVLING ABC-48/1 A","Cisaranten Kulon","Arcamanik"
"2606/KRK-DISTARCIP/VII-2016","JL.PIRUS","Cisaranten Kulon","Arcamanik"
"2544/KRK-DISTARCIP/VI-2016","CISARANTEN KULON IX NO. 4","Cisaranten Kulon","Arcamanik"
"2542/KRK-DISTARCIP/VI-2016","BLOK SIRONGGENG JL.PERMATA TAMANSARI","Cisaranten Kulon","Arcamanik"
"2531/KRK-DISTARCIP/VI-2016","PURBASARI","Cisaranten Kulon","Arcamanik"
"2521/KRK-DISTARCIP/VI-2016","PERMATA PERMAI 6 NO.55","Cisaranten Kulon","Arcamanik"
"2504/KRK-DISTARCIP/VI-2016","MUTIARA NO. 2","Cisaranten Kulon","Arcamanik"
"2490/KRK-DISTARCIP/VI-2016","CISARANTEN KULON IX","Cisaranten Kulon","Arcamanik"
"2489/KRK-DISTARCIP/VI-2016","JL.PERMATA TAMANSARI ASRI IV","Cisaranten Kulon","Arcamanik"
"2488/KRK-DISTARCIP/VI-2016","JL.PERMATA TAMANSARI ASRI IV","Cisaranten Kulon","Arcamanik"
"2102/KRK-DISTARCIP/V-2016","SUMBER SARI NO. 77B","Cisaranten Kulon","Arcamanik"
"2462/KRK-DISTARCIP/VI-2016","BLOK KAPAS","Cisaranten Kulon","Arcamanik"
"5206/KRK-DISTARCIP/XII-2016","A. H. NASUTION NO. 94 B","Sukamiskin","Arcamanik"
"5177/KRK-DISTARCIP/XII-2016","PURI AYU PRATAMA IV NO.12","Sukamiskin","Arcamanik"
"5124/KRK-DISTARCIP/XII-2016","KOMP. PURI AYU PRATAMA RAYA G XI/15","Sukamiskin","Arcamanik"
"5121/KRK-DISTARCIP/XII-2016","SENAM III NO. 12","Sukamiskin","Arcamanik"
"5108/KRK-DISTARCIP/XII-2016","PURBALARANG","Sukamiskin","Arcamanik"
"5089/KRK-DISTARCIP/XII-2016","GOLF BARAT XVI NO. 1","Sukamiskin","Arcamanik"
"4933/KRK-DISTARCIP/XII-2016","PACUAN KUDA NO. 145","Sukamiskin","Arcamanik"
"4743/KRK-DISTARCIP/XI-2016","RAYA SUKAMISKIN NO. 120","Sukamiskin","Arcamanik"
"4621/KRK-DISTARCIP/XI-2016","PACUAN KUDA I NO.31","Sukamiskin","Arcamanik"
"4543/KRK-DISTARCIP/XI-2016","A.H. NASUTION 126","Sukamiskin","Arcamanik"
"4484/KRK-DISTARCIP/XI-2016","JL. PURI DAGO IV NO. 11","Sukamiskin","Arcamanik"
"4283/KRK-DISTARCIP/X-2016","CIKAJANG RAYA","Sukamiskin","Arcamanik"
"3957/KRK-DISTARCIP/X-2016","SENAM III NO. 6","Sukamiskin","Arcamanik"
"3925/KRK-DISTARCIP/X-2016","ARCAMANIK ENDAH BLOK 11NO.77","Sukamiskin","Arcamanik"
"3901/KRK-DISTARCIP/X-2016","PURI DAGO IV NO.25","Sukamiskin","Arcamanik"
"3477/KRK-DISTARCIP/IX-2016","AH.NASUTION 64","Sukamiskin","Arcamanik"
"3895/KRK-DISTARCIP/X-2016","SIMPANGSARI 45 1","Sukamiskin","Arcamanik"
"3874/KRK-DISTARCIP/X-2016","SARIMAS II NO. 19","Sukamiskin","Arcamanik"
"3823/KRK-DISTARCIP/X-2016","TAEKWONDO NO. 10","Sukamiskin","Arcamanik"
"3808/KRK-DISTARCIP/X-2016","A.H. NASUTION 126","Sukamiskin","Arcamanik"
"3783/KRK-DISTARCIP/IX-2016","PURI DAGO ASRI NO.23","Sukamiskin","Arcamanik"
"3701/KRK-DISTARCIP/IX-2016","PURI DAGO SELATAN VI NO. 2","Sukamiskin","Arcamanik"
"3629/KRK-DISTARCIP/IX-2016","BLOK BANGKONOL/ PURI KAWALI","Sukamiskin","Arcamanik"
"3630/KRK-DISTARCIP/IX-2016","BLOK BANGKONOL/ PURI KAWALI","Sukamiskin","Arcamanik"
"3631/KRK-DISTARCIP/IX-2016","BLOK BANGKONOL/ PURI KAWALI","Sukamiskin","Arcamanik"
"3682/KRK-DISTARCIP/IX-2016","PURI AYU PRATAMA","Sukamiskin","Arcamanik"
"3662/KRK-DISTARCIP/IX-2016","KP. MEKARSARI","Sukamiskin","Arcamanik"
