npsn,nama,bentuk_pendidikan_nama,jenjang_pendidikan_nama,alamat_jalan,rt,rw,nama_dusun,desa_kelurahan_nama,Column,lintang,bujur,kebutuhan_khusus_nama,status_sekolah_nama,status_kepemilikan_nama
20245191,SD NEGERI DADALI,SD,SD / sederajat,Jl. Dadali No. 5,6,2,,Garuda,Kec. Andir,-6.9007,107.5655,Tidak ada,Aktif,Pemerintah Daerah
20219827,SD SAINS AL BIRUNI,SD,SD / sederajat,Jl. Panyileukan No. 11,2,1,,Cipadung Kidul,Kec. Panyileukan,-6.9302,107.7118,"C1, D",Tidak Aktif,Yayasan
20244956,SD NEGERI BOJONGLOA 4,SD,SD / sederajat,Jl. Cibaduyut Raya No. 142/199 C,2,7,Blok Lumbung,Kebon Lega,Kec. Bojong Loa Kidul,-6.951,107.5941,Tidak ada,Aktif,Lainnya
20245031,SD NEGERI HALIMUN 1,SD,SD / sederajat,Jl. Halimun No. 46,2,5,,Lingkar Selatan,Kec. Lengkong,-6.9271,107.6248,Tidak ada,Aktif,Pemerintah Daerah
20244907,SD NEGERI SARIJADI 07,SD,SD / sederajat,Komp. Perum Sarijadi Blok 8 No. 11,10,9,,Sarijadi,Kec. Sukasari,-6.8766,107.5769,"C1, D",Aktif,Pemerintah Daerah
20245103,SD NEGERI AWIGOMBONG 2,SD,SD / sederajat,Jl. Asep Berlian No. 33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.9079,107.6408,Tidak ada,Aktif,Pemerintah Daerah
20219597,SD DARUL HIKAM,SD,SD / sederajat,Jl. Ir. H. Juanda 285,6,9,,Dago,Kec. Coblong,-6.879,107.6161,Tidak ada,Tidak Aktif,Yayasan
20245783,SD NEGERI SOKA 34-3,SD,SD / sederajat,Jl. Soka No. 34,5,8,,Merdeka,Kec. Sumur Bandung,-6.9155,107.6288,Tidak ada,Aktif,Pemerintah Daerah
20245547,SD NEGERI COBLONG 2,SD,SD / sederajat,Jl. Ir.h. Juanda No. 304,2,9,Dago,Dago,Kec. Coblong,-6.8796,107.6166,Tidak ada,Aktif,Pemerintah Daerah
20245014,SD NEGERI BABAKAN CIPARAY 05,SD,SD / sederajat,Jl. Caringin Gg. Porib 3,3,2,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9484,107.5844,Tidak ada,Aktif,Pemerintah Pusat
20244963,SD NEGERI CIBADUYUT 1,SD,SD / sederajat,Jl. Cibaduyut Raya Gg. Ma Maja No. 50,3,5,,Cibaduyut,Kec. Bojong Loa Kidul,-6.9563,107.6002,Tidak ada,Aktif,Lainnya
20219889,SD SURYANI DWI MARGA,SD,SD / sederajat,Jl. Terusan Suryani No.16/a - 191/c,7,3,Warung Muncang,Warung Muncang,Kec. Bandung Kulon,-6.9198,107.588,Tidak ada,Tidak Aktif,Yayasan
20219529,SD AL AMIN,SD,SD / sederajat,Jl. Bangbayang No. 15-157 C,5,9,Sekeloa,Sekeloa,Kec. Coblong,-6.8811,107.6162,Tidak ada,Tidak Aktif,Yayasan
20245726,SD NEGERI PANYILEUKAN 3,SD,SD / sederajat,Komp. Bumi Panyileukan G.15 No. 23,1,3,,Cipadung Kidul,Kec. Panyileukan,-6.9456,107.7143,Tidak ada,Aktif,Pemerintah Daerah
20245131,SD NEGERI CIBEUREUM 02,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.904076,107.567013,Tidak ada,Aktif,Pemerintah Daerah
20245807,SD NEGERI SUKAPURA 3,SD,SD / sederajat,Jl. Terusan Psm No. 1,1,5,,Sukapura,Kec. Kiaracondong,-6.9302,107.6495,Tidak ada,Aktif,Pemerintah Daerah
20245736,SD NEGERI PASIRKALIKI 4,SD,SD / sederajat,Jl. Gunung Batu No. 30 A,4,9,,Sukaraja,Kec. Cicendo,-6.8908,107.5619,Tidak ada,Aktif,Pemerintah Pusat
20245447,SD NEGERI ARCAMANIK,SD,SD / sederajat,Jll. Mekarsari No. 2,2,8,Mekarsari,Sukamiskin,Kec. Arcamanik,-6.9066,107.6771,Tidak ada,Aktif,Pemerintah Daerah
20245097,SD NEGERI TURANGGA 1,SD,SD / sederajat,Jl. Turangga No. 27,4,9,,Lingkar Selatan,Kec. Lengkong,-6.9332,107.6341,Tidak ada,Aktif,Pemerintah Daerah
20244970,SD NEGERI CITARIP BARAT 3,SD,SD / sederajat,Jl. Madesa No. 24,2,12,,Kopo,Kec. Bojong Loa Kaler,-6.9391,107.5853,Tidak ada,Aktif,Pemerintah Pusat
20245468,SD NEGERI BABAKAN SURABAYA 02,SD,SD / sederajat,Jl. H. Ibrahim Adjie Belakang No. 147 Bandung,1,2,,Babakan Sari,Kec. Kiaracondong,-6.9472,107.6411,Tidak ada,Aktif,Pemerintah Daerah
20245069,SD NEGERI PAJAGALAN 47-2,SD,SD / sederajat,Jl. Pasirkoja No. 37,1,3,,Nyengseret,Kec. Astanaanyar,-6.9271,107.6014,Tidak ada,Aktif,Pemerintah Daerah
20219530,SD ADVENT NARIPAN,SD,SD / sederajat,Jl.Naripan No.91,1,4,,Kebon Pisang,Kec. Sumur Bandung,-6.9186,107.6123,Tidak ada,Tidak Aktif,Yayasan
20245598,SD NEGERI JATIHANDAP 2,SD,SD / sederajat,Jl. Jatihandap  No. 50,3,4,,Jatihandap,Kec. Mandalajati,-6.8996,107.6576,Tidak ada,Aktif,Pemerintah Pusat
20245105,SD NEGERI AWIGOMBONG 4,SD,SD / sederajat,Jl. Asep Berlian No. 33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.908,107.6408,Tidak ada,Aktif,Pemerintah Daerah
20219538,SD ATTAZHIMIYAH,SD,SD / sederajat,Blok Pesantren RT.01 RW.04,1,4,,Cigondewah Kidul,Kec. Bandung Kulon,-6.9448,107.5655,Tidak ada,Tidak Aktif,Yayasan
20245530,SD NEGERI CISARANTEN KULON 01,SD,SD / sederajat,Jl. Cisaranten Kulon No.129,1,4,,Cisaranten Kulon,Kec. Arcamanik,-6.9306,107.6753,Tidak ada,Aktif,Pemerintah Daerah
20219594,SD IRK,SD,SD / sederajat,Jl. Karapitan 1 No. 2,2,3,,Paledang,Kec. Lengkong,-6.9253,107.6145,Tidak ada,Tidak Aktif,Yayasan
20247280,SD NEGERI PAJAGALAN 31,SD,SD / sederajat,Jl. Pajagalan No. 43,7,8,,Karang Anyar,Kec. Astanaanyar,-6.9241,107.6007,Tidak ada,Aktif,Pemerintah Daerah
20245094,SD NEGERI SURYALAYA,SD,SD / sederajat,Jl. Surya Indah No. 81,3,2,Cijagra,Cijagra,Kec. Lengkong,-6.9432,107.6249,Tidak ada,Aktif,Lainnya
20245085,SD NEGERI SEKELIMUS 2,SD,SD / sederajat,Jl. Ters. Buahbatu Gg. Anyelir,4,9,Kelurahan Batununggal,Batununggal,Kec. Bandung Kidul,-6.9525,107.6379,Tidak ada,Aktif,Lainnya
20245531,SD NEGERI CISARANTEN KULON 02,SD,SD / sederajat,Jl. Cisaranten Kulon No.129,1,4,,Cisaranten Kulon,Kec. Arcamanik,-6.9306,107.6753,Tidak ada,Aktif,Pemerintah Daerah
20245570,SD NEGERI GUNUNG RAHAYU 2,SD,SD / sederajat,Jl. Mentor No. 67,3,7,,Sukaraja,Kec. Cicendo,-6.8905,107.5695,Tidak ada,Aktif,Lainnya
20219896,SD TUNAS UNGGUL,SD,SD / sederajat,Jl. Pasir Impun No. 94,4,4,Sekekondang,Pasir Impun,Kec. Mandalajati,-6.8944,107.6787,Tidak ada,Tidak Aktif,Yayasan
20219897,SD UCHUWWATUL ISLAM,SD,SD / sederajat,Jl. Pasirkaliki Gg. H. Ento,2,11,,Sukabungah,Kec. Sukajadi,-6.897,107.5965,Tidak ada,Tidak Aktif,Yayasan
20253893,SD NEGERI BABAKAN SURABAYA 5,SD,SD / sederajat,Jl. Babakan Sari I No. 173,1,12,Babakan Sari,Babakan Sari,Kec. Kiaracondong,-6.9253,107.6556,Tidak ada,Aktif,Pemerintah Daerah
20245170,SD NEGERI CIJAWURA 2,SD,SD / sederajat,Jl. Raya Ciwastra,1,8,Mekarjaya,Mekarjaya,Kec. Rancasari,-6.9604,107.6632,Tidak ada,Aktif,Pemerintah Daerah
69752555,SD AL AZHAR 36,SD,SD / sederajat,Jl. Van De Venter No. 12,2,3,,Kebon Pisang,Kec. Sumur Bandung,-6.9175,107.6226,Tidak ada,Tidak Aktif,Yayasan
20244770,SD NEGERI CIBUNTU 4,SD,SD / sederajat,JL. HOLIS NO.31,2,1,,Warung Muncang,Kec. Bandung Kulon,-6.9186,107.5758,Tidak ada,Aktif,Lainnya
20245257,SD NEGERI PELITA,SD,SD / sederajat,Jl. Rajamantri Kidul No. 4,8,4,,Turangga,Kec. Lengkong,-6.943899,107.632472,Tidak ada,Aktif,Pemerintah Daerah
20245130,SD NEGERI CIBEUREUM 11,SD,SD / sederajat,Jl. Asrama Kipal No. 56,5,4,,Campaka,Kec. Andir,-6.9137,107.576,Tidak ada,Aktif,Pemerintah Daerah
20219591,SD 1 KRISTEN PAULUS,SD,SD / sederajat,Jl. Dr. Rajiman No. 11,5,1,,Pasirkaliki,Kec. Cicendo,-6.9041,107.5998,Tidak ada,Tidak Aktif,Yayasan
20245577,SD NEGERI GRIYA BUMI ANTAPANI 18,SD,SD / sederajat,Jl. Plered 9 No. 25,4,11,,Antapani Tengah,Kec. Antapani,-6.9145,107.6597,Tidak ada,Aktif,Pemerintah Daerah
20244835,SD NEGERI CIBUNTU 5,SD,SD / sederajat,Jl. Holis No.31,2,1,,Warung Muncang,Kec. Bandung Kulon,-6.9189,107.5757,Tidak ada,Aktif,Pemerintah Daerah
20245018,SD NEGERI BABAKAN CIPARAY 9,SD,SD / sederajat,Jl. Caringin No. 106,2,4,,Babakan Ciparay,Kec. Babakan Ciparay,-6.9463,107.5869,Tidak ada,Aktif,Pemerintah Daerah
20245475,SD NEGERI BANJARSARI 1,SD,SD / sederajat,Jl. Merdeka No. 22,6,3,,Babakan Ciamis,Kec. Sumur Bandung,-6.9128,107.6105,Tidak ada,Aktif,Pemerintah Daerah
20246728,SD PLUS AL FATWA,SD,SD / sederajat,Jl. Pln Cigereleng No. 21 ,4,4,,Ciseureuh,Kec. Regol,-6.9506,107.6134,Tidak ada,Tidak Aktif,Lainnya
20258399,SDK HIDUP BARU,SD,SD / sederajat,Jl. Ciumbuleuit No.160,1,3,,Ciumbuleuit,Kec. Cidadap,-6.8658,107.606,Tidak ada,Tidak Aktif,Yayasan
20244980,SD NEGERI LEUWIPANJANG ,SD,SD / sederajat,Jl. Muarasari Raya No. 49,1,2,,Kebon Lega,Kec. Bojong Loa Kidul,-6.9405,107.5972,Tidak ada,Aktif,Pemerintah Daerah
20245491,SD NEGERI CIBIRU 7,SD,SD / sederajat,"Jl. A.h. Nasution Km. 14,5",1,1,,Pasir Biru,Kec. Cibiru,-6.9344,107.7211,Tidak ada,Aktif,Pemerintah Pusat
20245820,SD NEGERI TIKUKUR 4,SD,SD / sederajat,Jl. Titimplik No. 1,4,7,,Sadang Serang,Kec. Coblong,-6.8972,107.6219,Tidak ada,Aktif,Pemerintah Daerah
20244993,SD NEGERI ASTANAANYAR 1,SD,SD / sederajat,Jl. Liogeneng No. 27,7,5,,Nyengseret,Kec. Astanaanyar,-6.9323,107.6006,Tidak ada,Aktif,Pemerintah Daerah
20245440,SD NEGERI ANDIR KIDUL 2,SD,SD / sederajat,Jl. A.H. Nasution No. 38 A,1,3,,Pakemitan,Kec. Cinambo,-6.9134,107.6949,Tidak ada,Aktif,Pemerintah Daerah
20245154,SD NEGERI CICADAS 21,SD,SD / sederajat,Jl. Asep Berlian No.33,4,6,,Cicadas,Kec. Cibeunying Kidul,-6.9079,107.6408,Tidak ada,Aktif,Lainnya
20247205,SD ARRAFI,SD,SD / sederajat,Jl. Sekejati III No.20,8,10,Sekejati,Sukapura,Kec. Kiaracondong,-6.942,108.0,Tidak ada,Tidak Aktif,Yayasan
20219820,SD PANDU,SD,SD / sederajat,Jl. Pandu No. 6,2,3,,Pamoyanan,Kec. Cicendo,-6.9052,107.5932,Tidak ada,Tidak Aktif,Yayasan
20219541,SD ASSALAAM,SD,SD / sederajat,Jl. Sasakgantung No. 1-3,2,4,,Balong Gede,Kec. Regol,-6.924,107.6079,Tidak ada,Tidak Aktif,Yayasan
20244744,SD NEGERI CIBUNTU 2,SD,SD / sederajat,Jalan Holis - Kpad,2,10,Cibuntu,Warung Muncang,Kec. Bandung Kulon,-6.9181,107.5759,Tidak ada,Aktif,Lainnya
20245495,SD NEGERI CILENGKRANG 2,SD,SD / sederajat,Jl. Cilengkrang I No. 136,3,5,,Cisurupan,Kec. Cibiru,-6.9136,107.7196,Tidak ada,Aktif,Pemerintah Daerah
20246460,SD YOS SUDARSO,SD,SD / sederajat,Jl. Mohamad Toha No. 19,8,4,,Pungkur,Kec. Regol,-6.9304,107.6174,Tidak ada,Tidak Aktif,Yayasan
20219579,SD AZ-ZAKIYAH,SD,SD / sederajat,Jl. Cijawura Girang Iv No.2,4,14,Sekejati,Sekejati,Kec. Buahbatu,-6.9449,107.6495,Tidak ada,Tidak Aktif,Yayasan
20245478,SD NEGERI BANJARSARI 4,SD,SD / sederajat,Jl. Merdeka No. 22,3,6,,Babakan Ciamis,Kec. Sumur Bandung,-6.913,107.6166,Tidak ada,Aktif,Pemerintah Pusat
20245178,SD NEGERI CIMUNCANG 1,SD,SD / sederajat,Jl. Babakan Haji Tamim No.33,3,7,,Padasuka,Kec. Cibeunying Kidul,-6.903,107.6481,Tidak ada,Aktif,Lainnya
